device_id,recorded_at,pressure_pa,battery_v,lat,lon,hdop,sat_count,fix_type,speed_mps,msg_type,event_type
can_013,2026-01-21T02:43:29Z,111086,3.56,13.69281,30.80653,0.9,9,3D,1.14,EVENT,REFILL
can_013,2026-01-21T02:44:50Z,106198,4.09,14.39996,33.52609,8.0,6,NO_FIX,8.11,HEARTBEAT,
can_013,2026-01-21T02:46:58Z,104844,3.55,15.19557,31.79132,1.8,9,3D,5.29,HEARTBEAT,
can_013,2026-01-21T02:48:22Z,105577,4.09,13.69858,30.79819,2.4,6,NO_FIX,1.14,HEARTBEAT,
can_013,2026-01-21T02:48:44Z,107727,3.95,13.50414,33.99347,7.0,3,NO_FIX,2.39,HEARTBEAT,
can_013,2026-01-21T02:48:45Z,105473,4.1,12.89506,33.89827,5.6,6,2D,10.36,HEARTBEAT,
can_013,2026-01-21T02:49:47Z,110044,3.91,12.49721,30.49297,1.0,11,3D,1.26,EVENT,REFILL
can_013,2026-01-21T02:51:05Z,105147,3.66,14.998,35.00283,7.8,6,NO_FIX,10.21,HEARTBEAT,
can_013,2026-01-21T02:51:57Z,102411,3.67,14.79465,34.50834,5.9,5,NO_FIX,6.35,HEARTBEAT,
can_013,2026-01-21T02:52:26Z,106647,3.8,12.49106,30.50034,5.4,6,NO_FIX,11.98,HEARTBEAT,
can_013,2026-01-21T02:52:58Z,106035,3.7,15.00271,34.99255,6.2,7,2D,3.49,HEARTBEAT,
can_013,2026-01-21T02:53:24Z,109830,4.02,13.20859,31.20126,1.0,9,3D,0.06,EVENT,REFILL
can_013,2026-01-21T02:54:32Z,106723,3.74,13.86249,32.51822,1.8,9,3D,3.65,HEARTBEAT,
can_013,2026-01-21T02:54:45Z,103746,4.14,13.64749,31.07985,3.1,4,2D,5.07,HEARTBEAT,
can_013,2026-01-21T02:55:49Z,102280,3.77,15.39813,32.79101,1.8,9,3D,0.16,HEARTBEAT,
can_013,2026-01-21T02:58:10Z,101870,4.18,15.60973,32.53979,2.1,5,NO_FIX,2.07,HEARTBEAT,
can_013,2026-01-21T03:00:24Z,102922,3.89,13.50895,33.99915,1.8,9,3D,1.78,HEARTBEAT,
can_013,2026-01-21T03:05:05Z,101752,3.91,15.80234,33.20508,7.6,4,2D,5.84,HEARTBEAT,
can_013,2026-01-21T03:07:03Z,102672,3.86,15.49954,32.55876,3.9,4,2D,4.92,HEARTBEAT,
can_013,2026-01-21T03:07:49Z,107199,3.51,15.10284,33.60041,4.4,6,NO_FIX,8.76,HEARTBEAT,
can_013,2026-01-21T03:15:51Z,111467,4.1,15.39623,32.8064,1.0,10,3D,1.31,EVENT,REFILL
can_013,2026-01-21T03:18:35Z,102379,3.56,13.9042,35.49607,1.8,9,3D,9.21,HEARTBEAT,
can_013,2026-01-21T03:19:27Z,105698,3.85,12.55453,31.01443,1.0,12,3D,1.43,EVENT,SERVICE_STOP
can_013,2026-01-21T03:20:01Z,106314,3.61,15.79767,33.20592,1.8,9,3D,7.24,HEARTBEAT,
can_013,2026-01-21T03:20:09Z,110748,3.7,13.90132,35.50488,1.0,11,3D,0.19,EVENT,REFILL
can_013,2026-01-21T03:20:28Z,106188,3.91,13.90427,33.01491,1.8,9,3D,11.93,HEARTBEAT,
can_013,2026-01-21T03:22:13Z,101325,3.58,14.50585,33.10507,0.9,14,3D,1.15,EVENT,DEPLETED
can_013,2026-01-21T03:23:17Z,109500,4.19,13.16993,30.20353,1.5,10,3D,0.77,EVENT,REFILL
can_013,2026-01-21T03:24:50Z,102763,3.88,12.8595,32.97901,7.1,4,2D,6.89,HEARTBEAT,
can_013,2026-01-21T03:25:23Z,101927,4.05,15.60557,32.52607,7.1,4,NO_FIX,0.29,HEARTBEAT,
can_013,2026-01-21T03:27:34Z,101325,3.79,13.4923,33.9974,1.1,11,3D,0.9,EVENT,DEPLETED
can_013,2026-01-21T03:27:53Z,111865,4.18,15.39686,32.79241,1.0,9,3D,1.06,EVENT,REFILL
can_013,2026-01-21T03:31:03Z,102757,3.89,15.49753,32.56683,4.5,3,NO_FIX,3.21,HEARTBEAT,
can_013,2026-01-21T03:34:31Z,104030,4.03,15.60984,32.53204,3.3,4,NO_FIX,10.18,HEARTBEAT,
can_013,2026-01-21T03:34:33Z,105136,3.92,13.50513,33.99859,1.8,9,3D,9.6,HEARTBEAT,
can_013,2026-01-21T03:36:14Z,106695,3.93,14.80429,34.49755,1.8,9,3D,8.87,HEARTBEAT,
can_013,2026-01-21T03:38:40Z,110361,3.57,14.79221,34.50475,1.3,14,3D,1.22,EVENT,REFILL
can_013,2026-01-21T03:40:18Z,103778,4.05,15.62077,32.53674,1.2,13,3D,0.53,EVENT,SERVICE_STOP
can_013,2026-01-21T03:40:34Z,107009,3.84,13.90054,35.50271,1.8,9,3D,5.33,HEARTBEAT,
can_013,2026-01-21T03:43:19Z,104765,4.13,13.89698,35.50302,2.5,3,NO_FIX,10.33,HEARTBEAT,
can_013,2026-01-21T03:45:02Z,110576,3.71,13.08614,32.43123,1.5,11,3D,0.12,EVENT,REFILL
can_013,2026-01-21T03:46:09Z,101325,3.91,13.20229,31.19569,1.4,11,3D,1.03,EVENT,DEPLETED
can_013,2026-01-21T03:48:10Z,101962,4.0,15.40481,32.79891,3.5,7,2D,9.47,HEARTBEAT,
can_013,2026-01-21T03:48:34Z,104220,4.19,12.90871,33.90155,0.9,10,3D,0.95,EVENT,SERVICE_STOP
can_013,2026-01-21T03:52:32Z,107718,3.55,13.4366,33.75341,1.2,13,3D,1.21,EVENT,SERVICE_STOP
can_013,2026-01-21T03:53:26Z,102451,3.53,13.17932,30.20082,1.5,14,3D,0.04,EVENT,SERVICE_STOP
can_013,2026-01-21T03:55:53Z,104551,3.78,13.7933,32.06802,1.8,9,3D,8.1,HEARTBEAT,
can_013,2026-01-21T03:58:07Z,104080,3.85,13.69326,30.79437,5.2,5,NO_FIX,5.18,HEARTBEAT,
can_013,2026-01-21T03:58:27Z,107017,4.09,15.19153,31.79621,2.6,3,2D,4.46,HEARTBEAT,
can_013,2026-01-21T04:02:35Z,104713,3.69,13.49304,34.005,5.3,3,2D,9.98,HEARTBEAT,
can_013,2026-01-21T04:03:47Z,102471,3.82,15.62185,32.53268,7.2,4,NO_FIX,2.3,HEARTBEAT,
can_013,2026-01-21T04:09:29Z,101325,3.73,13.17832,30.21782,1.1,13,3D,0.76,EVENT,DEPLETED
can_013,2026-01-21T04:13:16Z,104851,4.18,15.09299,33.59498,4.9,3,NO_FIX,7.74,HEARTBEAT,
can_013,2026-01-21T04:15:02Z,107179,4.12,14.19114,32.09115,2.4,5,NO_FIX,10.85,HEARTBEAT,
can_013,2026-01-21T04:22:11Z,101325,4.18,14.80032,34.50033,1.2,12,3D,1.17,EVENT,DEPLETED
can_013,2026-01-21T04:24:28Z,105553,4.05,15.8067,33.20042,1.8,9,3D,7.8,HEARTBEAT,
can_013,2026-01-21T04:25:03Z,101325,3.57,12.86514,32.98028,1.3,12,3D,0.37,EVENT,DEPLETED
can_013,2026-01-21T04:27:27Z,101325,3.76,15.299,33.95877,0.9,9,3D,0.57,EVENT,DEPLETED
can_013,2026-01-21T04:27:45Z,106477,4.18,12.89928,33.89786,3.8,4,2D,6.57,HEARTBEAT,
can_013,2026-01-21T04:27:54Z,102977,3.89,12.89805,33.89708,7.3,5,NO_FIX,6.35,HEARTBEAT,
can_013,2026-01-21T04:29:08Z,107374,3.6,15.20164,31.80744,1.1,14,3D,0.38,EVENT,SERVICE_STOP
can_013,2026-01-21T04:34:30Z,106251,3.69,14.00797,30.99338,1.5,9,3D,1.19,EVENT,SERVICE_STOP
can_013,2026-01-21T04:38:01Z,105438,4.05,13.98506,31.97508,4.2,4,2D,5.45,HEARTBEAT,
can_013,2026-01-21T04:38:14Z,107759,4.09,14.94838,33.87121,3.0,7,2D,8.03,HEARTBEAT,
can_013,2026-01-21T04:41:00Z,111775,3.7,14.72145,35.79091,0.8,9,3D,0.66,EVENT,REFILL
can_013,2026-01-21T04:41:18Z,102254,3.98,13.6679,30.51412,1.8,9,3D,9.63,HEARTBEAT,
can_013,2026-01-21T04:41:40Z,103017,3.99,12.78648,33.75285,2.3,3,NO_FIX,5.64,HEARTBEAT,
can_013,2026-01-21T04:42:27Z,106177,3.74,14.80134,34.49446,6.6,4,2D,4.08,HEARTBEAT,
can_013,2026-01-21T04:44:36Z,111226,3.72,13.22672,30.36839,0.8,9,3D,1.14,EVENT,REFILL
can_013,2026-01-21T04:46:26Z,105905,3.93,13.20671,31.20781,1.8,9,3D,6.34,HEARTBEAT,
can_013,2026-01-21T04:49:07Z,102159,3.94,12.85926,32.97879,1.8,9,3D,10.73,HEARTBEAT,
can_013,2026-01-21T04:49:38Z,101709,3.6,13.49796,33.99558,7.8,7,NO_FIX,8.31,HEARTBEAT,
can_013,2026-01-21T04:49:42Z,109745,4.0,14.39744,33.52044,0.9,12,3D,0.4,EVENT,REFILL
can_013,2026-01-21T04:50:04Z,105765,3.97,15.37608,34.73018,1.8,9,3D,2.57,HEARTBEAT,
can_013,2026-01-21T04:50:14Z,103999,3.97,13.18144,30.21497,7.0,6,NO_FIX,0.52,HEARTBEAT,
can_013,2026-01-21T04:54:21Z,103603,3.59,12.907,33.89569,5.7,3,NO_FIX,1.39,HEARTBEAT,
can_013,2026-01-21T04:54:35Z,103364,3.99,15.19686,31.79957,4.1,4,NO_FIX,8.68,HEARTBEAT,
can_013,2026-01-21T04:56:03Z,104016,3.76,14.00105,30.99733,6.6,4,2D,9.84,HEARTBEAT,
can_013,2026-01-21T04:58:41Z,101325,4.11,14.19923,32.09595,1.0,14,3D,1.06,EVENT,DEPLETED
can_013,2026-01-21T05:01:19Z,101325,3.91,15.80618,33.19893,1.4,14,3D,0.56,EVENT,DEPLETED
can_013,2026-01-21T05:03:14Z,103125,3.62,13.7292,32.85392,3.0,6,NO_FIX,6.18,HEARTBEAT,
can_013,2026-01-21T05:03:51Z,110039,3.85,13.9075,35.50808,1.2,14,3D,1.05,EVENT,REFILL
can_013,2026-01-21T05:06:51Z,103142,4.18,13.70663,30.80216,1.8,9,3D,9.15,HEARTBEAT,
can_013,2026-01-21T05:09:01Z,102285,3.64,13.99429,30.99875,1.8,9,3D,10.96,HEARTBEAT,
can_013,2026-01-21T05:10:29Z,102657,4.11,14.49746,33.10432,2.7,6,2D,6.01,HEARTBEAT,
can_013,2026-01-21T05:11:23Z,106898,3.67,15.58971,32.61283,7.0,6,NO_FIX,5.06,HEARTBEAT,
can_013,2026-01-21T05:14:36Z,111499,3.69,15.20522,31.80316,1.0,10,3D,1.17,EVENT,REFILL
can_013,2026-01-21T05:16:52Z,107058,3.58,14.40463,33.51702,1.0,12,3D,1.32,EVENT,SERVICE_STOP
can_013,2026-01-21T05:18:56Z,111478,3.72,13.50479,34.00172,1.5,14,3D,1.45,EVENT,REFILL
can_013,2026-01-21T05:22:54Z,106194,3.77,13.17629,30.21352,1.8,9,3D,9.25,HEARTBEAT,
can_013,2026-01-21T05:23:14Z,106908,3.97,13.70604,30.79828,3.7,4,NO_FIX,6.89,HEARTBEAT,
can_013,2026-01-21T05:25:36Z,103980,3.62,14.00773,31.00279,5.2,3,2D,7.81,HEARTBEAT,
can_013,2026-01-21T05:27:11Z,105556,3.85,13.99346,31.00652,6.1,3,2D,7.97,HEARTBEAT,
can_013,2026-01-21T05:29:36Z,103914,3.53,13.70251,30.8054,3.9,4,NO_FIX,11.8,HEARTBEAT,
can_013,2026-01-21T05:31:57Z,102249,3.95,15.25159,30.7186,1.5,13,3D,0.6,EVENT,SERVICE_STOP
can_013,2026-01-21T05:35:33Z,111784,3.94,15.20688,31.80845,1.4,10,3D,0.03,EVENT,REFILL
can_013,2026-01-21T05:36:48Z,103019,3.79,14.40012,33.52008,4.4,7,2D,11.29,HEARTBEAT,
can_013,2026-01-21T05:39:48Z,104980,3.66,15.50856,32.56698,2.5,6,NO_FIX,9.33,HEARTBEAT,
can_013,2026-01-21T05:40:14Z,105863,3.96,13.86117,30.79861,1.3,13,3D,0.78,EVENT,SERVICE_STOP
can_013,2026-01-21T05:43:29Z,101325,3.96,13.90471,35.49678,1.0,14,3D,1.44,EVENT,DEPLETED
can_013,2026-01-21T05:51:50Z,106924,3.97,15.40756,32.79512,1.8,9,3D,9.62,HEARTBEAT,
can_013,2026-01-21T05:56:46Z,101715,3.79,13.49916,33.9976,1.8,9,3D,4.62,HEARTBEAT,
can_013,2026-01-21T05:57:20Z,102168,3.92,14.20676,32.09905,6.3,6,NO_FIX,1.75,HEARTBEAT,
can_013,2026-01-21T05:59:59Z,102758,4.09,14.49409,33.10007,7.0,4,NO_FIX,7.89,HEARTBEAT,
can_013,2026-01-21T06:03:02Z,102499,3.51,15.50092,32.56088,1.3,9,3D,0.52,EVENT,SERVICE_STOP
can_013,2026-01-21T06:04:20Z,103488,3.57,14.9944,35.00482,5.9,7,NO_FIX,4.99,HEARTBEAT,
can_013,2026-01-21T06:07:40Z,101325,3.53,14.39494,33.52408,1.4,11,3D,0.53,EVENT,DEPLETED
can_013,2026-01-21T06:11:48Z,106775,3.56,13.93212,35.01221,1.0,12,3D,1.01,EVENT,SERVICE_STOP
can_013,2026-01-21T06:20:48Z,102994,4.15,15.49794,32.56471,1.8,9,3D,9.34,HEARTBEAT,
can_013,2026-01-21T06:23:33Z,109622,4.02,15.62212,32.53685,1.1,11,3D,1.41,EVENT,REFILL
can_013,2026-01-21T06:23:46Z,104588,3.57,14.49683,33.10285,1.8,9,3D,0.01,HEARTBEAT,
can_013,2026-01-21T06:30:53Z,101325,3.97,13.17376,30.20976,1.2,11,3D,0.32,EVENT,DEPLETED
can_013,2026-01-21T06:36:10Z,105636,3.6,12.85418,32.99056,1.8,9,3D,4.77,HEARTBEAT,
can_013,2026-01-21T06:37:42Z,105766,3.96,15.39898,32.79964,1.8,9,3D,7.32,HEARTBEAT,
can_013,2026-01-21T06:39:53Z,101325,4.0,12.4919,30.50148,1.1,13,3D,1.32,EVENT,DEPLETED
can_013,2026-01-21T06:39:53Z,106269,4.19,12.86109,32.99018,1.8,9,3D,9.82,HEARTBEAT,
can_013,2026-01-21T06:41:24Z,101325,3.6,14.00235,30.99421,1.2,12,3D,1.41,EVENT,DEPLETED
can_013,2026-01-21T06:44:54Z,101325,4.05,13.16634,30.20841,0.9,14,3D,0.49,EVENT,DEPLETED
can_013,2026-01-21T06:49:07Z,104439,4.01,13.90205,35.50259,3.5,4,2D,4.88,HEARTBEAT,
can_013,2026-01-21T06:52:02Z,105000,4.03,15.10214,33.60485,7.8,7,2D,3.67,HEARTBEAT,
can_013,2026-01-21T06:52:48Z,106358,3.57,15.50452,32.55243,1.1,12,3D,1.37,EVENT,SERVICE_STOP
can_013,2026-01-21T06:54:00Z,109369,4.06,15.7917,33.20699,1.2,14,3D,0.05,EVENT,REFILL
can_013,2026-01-21T06:54:01Z,102875,4.07,13.49523,34.00262,1.2,13,3D,0.82,EVENT,SERVICE_STOP
can_013,2026-01-21T06:54:49Z,102411,3.77,15.40619,32.80367,4.3,7,2D,1.8,HEARTBEAT,
can_013,2026-01-21T06:56:38Z,104055,3.5,14.84686,31.01789,1.3,12,3D,1.43,EVENT,SERVICE_STOP
can_013,2026-01-21T06:58:32Z,107173,3.84,13.19376,31.20067,0.8,12,3D,0.94,EVENT,SERVICE_STOP
can_013,2026-01-21T07:01:41Z,102469,3.68,13.69157,30.80783,3.8,5,NO_FIX,9.94,HEARTBEAT,
can_013,2026-01-21T07:02:24Z,106137,3.89,14.50011,33.0981,6.1,5,NO_FIX,4.67,HEARTBEAT,
can_013,2026-01-21T07:02:40Z,104232,3.88,15.49292,32.55784,6.7,6,NO_FIX,10.83,HEARTBEAT,
can_013,2026-01-21T07:04:48Z,101997,4.03,14.94027,33.0722,1.8,9,3D,3.57,HEARTBEAT,
can_013,2026-01-21T07:06:38Z,105667,4.1,15.20654,31.79555,3.4,6,2D,5.2,HEARTBEAT,
can_013,2026-01-21T07:06:50Z,103185,3.73,13.69342,30.79404,1.8,9,3D,3.96,HEARTBEAT,
can_013,2026-01-21T07:07:42Z,107939,3.76,13.992,31.00462,5.8,7,2D,4.02,HEARTBEAT,
can_013,2026-01-21T07:10:55Z,103601,3.98,14.80807,34.49322,1.5,13,3D,0.34,EVENT,SERVICE_STOP
can_013,2026-01-21T07:11:06Z,107694,3.56,15.00311,34.99585,1.8,9,3D,8.09,HEARTBEAT,
can_013,2026-01-21T07:11:29Z,107471,3.54,15.09671,33.60304,5.4,3,2D,0.66,HEARTBEAT,
can_013,2026-01-21T07:12:08Z,106836,3.79,15.20067,31.79418,7.8,7,2D,4.66,HEARTBEAT,
can_013,2026-01-21T07:12:31Z,103951,4.15,15.39539,32.80724,0.9,10,3D,0.78,EVENT,SERVICE_STOP
can_013,2026-01-21T07:14:58Z,110734,3.56,14.50883,33.09425,1.4,11,3D,0.49,EVENT,REFILL
can_013,2026-01-21T07:15:17Z,111426,3.62,14.19514,32.10821,1.4,12,3D,1.29,EVENT,REFILL
can_013,2026-01-21T07:18:44Z,102558,3.91,12.49577,30.49246,7.8,4,2D,9.4,HEARTBEAT,
can_013,2026-01-21T07:18:54Z,101325,3.53,14.9935,34.99914,0.9,11,3D,1.11,EVENT,DEPLETED
can_013,2026-01-21T07:19:00Z,105230,4.15,15.50867,32.56145,1.4,10,3D,1.33,EVENT,SERVICE_STOP
can_013,2026-01-21T07:20:26Z,101325,3.7,12.86376,32.98565,1.0,12,3D,0.68,EVENT,DEPLETED
can_013,2026-01-21T07:23:10Z,109797,3.97,12.50278,30.50321,1.3,9,3D,0.25,EVENT,REFILL
can_013,2026-01-21T07:23:14Z,104227,3.93,15.49449,32.55289,2.6,7,2D,0.47,HEARTBEAT,
can_013,2026-01-21T07:24:07Z,111530,3.58,15.61921,32.53273,1.3,14,3D,0.86,EVENT,REFILL
can_013,2026-01-21T07:27:00Z,102296,3.99,13.50073,33.99442,7.2,4,NO_FIX,4.06,HEARTBEAT,
can_013,2026-01-21T07:27:26Z,106782,4.17,15.5025,32.56543,4.9,3,NO_FIX,3.24,HEARTBEAT,
can_013,2026-01-21T07:28:12Z,103677,3.6,13.20408,31.20455,1.8,9,3D,10.57,HEARTBEAT,
can_013,2026-01-21T07:28:25Z,104533,3.56,12.8539,32.98761,3.3,5,NO_FIX,6.45,HEARTBEAT,
can_013,2026-01-21T07:28:42Z,102064,4.06,15.50593,32.55213,1.4,11,3D,1.26,EVENT,SERVICE_STOP
can_013,2026-01-21T07:31:26Z,109011,3.82,12.85651,32.9865,0.8,12,3D,0.11,EVENT,REFILL
can_013,2026-01-21T07:32:24Z,111683,3.8,15.80028,33.19887,0.9,10,3D,0.71,EVENT,REFILL
can_013,2026-01-21T07:33:15Z,105612,3.62,15.09612,33.60893,4.1,7,2D,9.51,HEARTBEAT,
can_013,2026-01-21T07:34:12Z,101504,3.9,13.88538,31.58528,3.3,6,NO_FIX,0.01,HEARTBEAT,
can_013,2026-01-21T07:37:01Z,105103,3.75,13.19473,31.19973,1.8,9,3D,9.73,HEARTBEAT,
can_013,2026-01-21T07:41:49Z,102603,4.17,15.49787,32.56773,1.3,11,3D,0.94,EVENT,SERVICE_STOP
can_013,2026-01-21T07:42:33Z,102447,3.56,14.99589,34.99106,1.2,14,3D,0.44,EVENT,SERVICE_STOP
can_013,2026-01-21T07:43:37Z,106896,3.76,13.2043,31.19732,7.7,7,2D,9.08,HEARTBEAT,
can_013,2026-01-21T07:43:42Z,107584,3.92,14.39726,33.52725,0.9,12,3D,1.43,EVENT,SERVICE_STOP
can_013,2026-01-21T07:44:02Z,105510,3.57,14.39875,33.52798,6.4,4,NO_FIX,10.54,HEARTBEAT,
can_013,2026-01-21T07:47:13Z,111588,3.83,12.50782,30.50613,1.2,9,3D,0.75,EVENT,REFILL
can_013,2026-01-21T07:47:19Z,110907,3.73,15.49431,32.56711,0.8,13,3D,1.46,EVENT,REFILL
can_013,2026-01-21T07:50:10Z,101325,3.53,14.40747,33.52188,0.8,12,3D,0.89,EVENT,DEPLETED
can_013,2026-01-21T07:50:20Z,101325,3.53,15.50304,32.5668,1.3,10,3D,0.25,EVENT,DEPLETED
can_013,2026-01-21T07:50:30Z,103899,4.17,15.50309,32.55786,1.8,9,3D,11.51,HEARTBEAT,
can_013,2026-01-21T07:50:35Z,104841,3.56,15.40281,32.79562,7.3,5,NO_FIX,2.9,HEARTBEAT,
can_013,2026-01-21T07:51:27Z,107160,3.53,13.49479,33.99636,1.8,9,3D,6.69,HEARTBEAT,
can_013,2026-01-21T07:51:40Z,105475,3.66,15.10367,33.60629,3.6,3,2D,3.95,HEARTBEAT,
can_013,2026-01-21T07:52:10Z,101325,3.69,14.99597,35.00024,0.9,11,3D,0.05,EVENT,DEPLETED
can_013,2026-01-21T07:54:23Z,102725,3.84,14.39484,33.52136,1.8,9,3D,11.5,HEARTBEAT,
can_013,2026-01-21T07:57:50Z,107525,4.14,14.20625,32.09625,5.4,4,NO_FIX,8.71,HEARTBEAT,
can_013,2026-01-21T07:58:49Z,107083,3.76,14.7918,34.49445,2.0,4,NO_FIX,10.77,HEARTBEAT,
can_013,2026-01-21T07:59:22Z,109468,4.08,13.17635,30.20509,0.9,11,3D,0.01,EVENT,REFILL
can_013,2026-01-21T08:01:14Z,102351,3.68,14.19527,32.10894,0.9,9,3D,0.82,EVENT,SERVICE_STOP
can_013,2026-01-21T08:01:28Z,111614,3.81,14.80354,34.50833,1.2,14,3D,1.47,EVENT,REFILL
can_013,2026-01-21T08:06:26Z,101325,3.95,15.19774,31.79968,1.1,9,3D,0.48,EVENT,DEPLETED
can_013,2026-01-21T08:08:27Z,104895,3.64,15.61822,32.53717,1.1,11,3D,0.55,EVENT,SERVICE_STOP
can_013,2026-01-21T08:11:06Z,101325,4.18,15.61745,32.52884,0.8,14,3D,0.99,EVENT,DEPLETED
can_013,2026-01-21T08:21:08Z,106143,4.04,14.50507,33.09144,3.6,5,NO_FIX,0.09,HEARTBEAT,
can_013,2026-01-21T08:23:11Z,111835,4.01,14.79136,34.50661,0.9,11,3D,0.29,EVENT,REFILL
can_013,2026-01-21T08:24:17Z,104258,4.0,15.49452,32.56601,0.9,10,3D,1.37,EVENT,SERVICE_STOP
can_013,2026-01-21T08:26:24Z,102185,3.81,14.20244,32.09142,0.9,14,3D,0.6,EVENT,SERVICE_STOP
can_013,2026-01-21T08:26:44Z,104338,3.96,13.90022,35.50695,6.7,7,2D,2.09,HEARTBEAT,
can_013,2026-01-21T08:27:20Z,106030,3.7,15.10596,33.59438,6.0,4,NO_FIX,9.15,HEARTBEAT,
can_013,2026-01-21T08:28:28Z,111480,4.03,13.89617,35.50244,1.0,10,3D,1.3,EVENT,REFILL
can_013,2026-01-21T08:28:53Z,106031,3.87,15.2049,31.79139,1.8,9,3D,5.09,HEARTBEAT,
can_013,2026-01-21T08:30:48Z,105782,3.8,13.16604,30.20828,1.8,9,3D,10.69,HEARTBEAT,
can_013,2026-01-21T08:38:22Z,111551,3.82,12.85909,32.97805,1.1,9,3D,1.21,EVENT,REFILL
can_013,2026-01-21T08:39:42Z,105498,3.77,14.20317,32.09536,1.8,9,3D,8.69,HEARTBEAT,
can_013,2026-01-21T08:44:07Z,105567,3.95,13.89271,35.50549,7.3,4,NO_FIX,5.82,HEARTBEAT,
can_013,2026-01-21T08:47:37Z,104894,3.83,13.49954,33.9968,2.6,5,2D,4.4,HEARTBEAT,
can_013,2026-01-21T08:48:33Z,104370,3.75,13.16842,30.20976,3.1,5,NO_FIX,9.46,HEARTBEAT,
can_013,2026-01-21T08:58:12Z,107936,4.03,14.7783,34.91319,1.8,9,3D,9.98,HEARTBEAT,
can_013,2026-01-21T09:04:23Z,101325,3.65,15.80317,33.19455,0.8,12,3D,1.19,EVENT,DEPLETED
can_013,2026-01-21T09:04:34Z,106083,3.73,12.50685,30.49763,0.9,14,3D,1.43,EVENT,SERVICE_STOP
can_013,2026-01-21T09:06:36Z,102731,3.96,12.89299,33.89445,3.4,4,2D,8.9,HEARTBEAT,
can_013,2026-01-21T09:08:24Z,104209,3.83,12.50723,30.50252,1.8,9,3D,5.15,HEARTBEAT,
can_013,2026-01-21T09:10:36Z,101873,4.19,12.50107,30.49981,1.8,9,3D,9.59,HEARTBEAT,
can_013,2026-01-21T09:12:34Z,106213,3.94,13.69892,30.80862,4.0,5,2D,10.76,HEARTBEAT,
can_013,2026-01-21T09:13:38Z,101522,4.14,14.79917,34.4961,3.2,3,NO_FIX,3.71,HEARTBEAT,
can_013,2026-01-21T09:18:13Z,107145,3.72,13.16579,30.21191,1.8,9,3D,10.41,HEARTBEAT,
can_013,2026-01-21T09:18:28Z,101325,3.97,15.10443,33.59612,0.9,14,3D,0.88,EVENT,DEPLETED
can_013,2026-01-21T09:24:45Z,107333,3.76,12.49817,30.49938,1.4,9,3D,0.34,EVENT,SERVICE_STOP
can_013,2026-01-21T09:26:19Z,102306,3.52,13.17649,30.20122,8.0,4,2D,6.58,HEARTBEAT,
can_013,2026-01-21T09:27:36Z,106975,3.58,15.40287,32.80163,6.7,7,NO_FIX,0.64,HEARTBEAT,
can_013,2026-01-21T09:30:58Z,103621,4.12,13.50176,33.99927,2.3,7,NO_FIX,10.37,HEARTBEAT,
can_013,2026-01-21T09:33:08Z,102614,4.08,15.20376,31.79705,1.5,11,3D,0.71,EVENT,SERVICE_STOP
can_013,2026-01-21T09:33:52Z,102503,3.71,13.90758,35.49146,7.6,3,2D,3.06,HEARTBEAT,
can_013,2026-01-21T09:34:03Z,107136,3.56,15.20574,31.79655,4.0,7,2D,2.9,HEARTBEAT,
can_013,2026-01-21T09:35:57Z,106783,3.7,14.99197,34.99351,1.8,9,3D,5.52,HEARTBEAT,
can_013,2026-01-21T09:38:48Z,105316,3.76,14.00272,30.99778,7.9,6,NO_FIX,4.1,HEARTBEAT,
can_013,2026-01-21T09:41:13Z,106346,3.64,12.85508,32.97506,1.8,9,3D,9.48,HEARTBEAT,
can_013,2026-01-21T09:42:55Z,103141,4.17,12.90765,33.89216,7.1,6,2D,7.87,HEARTBEAT,
can_013,2026-01-21T09:44:03Z,104663,3.53,15.6096,32.53051,7.7,6,2D,9.5,HEARTBEAT,
can_013,2026-01-21T09:44:24Z,105616,4.11,13.50645,33.99125,1.3,12,3D,1.02,EVENT,SERVICE_STOP
can_013,2026-01-21T09:44:48Z,110996,3.89,15.20515,31.80542,1.1,10,3D,1.42,EVENT,REFILL
can_013,2026-01-21T09:46:00Z,101325,4.06,12.89851,33.89222,1.2,13,3D,0.47,EVENT,DEPLETED
can_013,2026-01-21T09:46:23Z,103109,3.9,13.77922,30.67307,1.1,11,3D,1.02,EVENT,SERVICE_STOP
can_013,2026-01-21T09:47:54Z,107716,4.09,15.79411,33.20615,7.3,5,2D,7.7,HEARTBEAT,
can_013,2026-01-21T09:49:01Z,107179,3.75,14.81497,32.38647,6.9,4,2D,7.84,HEARTBEAT,
can_013,2026-01-21T09:51:34Z,101840,3.79,12.87142,32.98811,7.4,7,NO_FIX,10.99,HEARTBEAT,
can_013,2026-01-21T09:51:36Z,107883,3.88,13.99596,30.99445,4.0,7,NO_FIX,11.31,HEARTBEAT,
can_013,2026-01-21T09:52:57Z,101325,4.09,14.00026,31.00645,1.3,12,3D,0.59,EVENT,DEPLETED
can_013,2026-01-21T09:53:08Z,107784,4.02,13.16808,30.21792,1.8,9,3D,7.31,HEARTBEAT,
can_013,2026-01-21T09:57:09Z,110334,3.77,13.50031,33.99885,1.4,13,3D,0.06,EVENT,REFILL
can_013,2026-01-21T09:57:37Z,102729,3.92,13.99158,30.99279,1.8,9,3D,3.63,HEARTBEAT,
can_013,2026-01-21T10:01:49Z,104171,3.99,15.61065,32.53968,1.8,9,3D,10.16,HEARTBEAT,
